키워드,언론사,기사명,날짜,URL
시사오늘,[이병도의 時代架橋] 서민생활 악화 vs 경제위기 도화선…雪上加霜,2021.09.11.,http://www.sisaon.co.kr/news/articleView.html?idxno=131476,코로나 생활지표
매경헬스,"위드코로나, 전 국민 70% 이상 2차 접종해야 가능",2021.09.13.,http://www.mkhealth.co.kr/news/articleView.html?idxno=54861,코로나 생활지표
YTN라디오,[김혜민의 이슈&피플] 코로나19이후 경제상황 청년일자리가 관건(성태윤 연세...,2021.09.08.,https://radio.ytn.co.kr/program/?f=2&id=78634&s_mcd=0452&s_hcd=01,코로나 생활지표
아시아타임즈,[16일 서울 관악구 소식] 생활문화 프로그램 '관악아지트 들락날락' 운영 등,2021.09.16.,https://www.asiatime.co.kr/article/20210916500274,코로나 생활지표
뉴시스,"양천구, 전국 기초자치단체 ESG 평가지수서 '종합 1위'",2021-10-06,http://www.newsis.com/view/?id=NISX20211006_0001605060&cID=10201&pID=10200,코로나 생활지표
톱스타뉴스,코로나19 신규확진자 1천700∼800명대 예상…오늘부터 거리두기 2주 재연장,2021-10-04,http://www.topstarnews.net/news/articleView.html?idxno=14635375,코로나 생활지표
미디어제주,지난 여름 제주서 기승부린 코로나19 확산세 누그러질까,2021.09.11.,http://www.mediajeju.com/news/articleView.html?idxno=332530,코로나 생활지표
뉴시스,"AI 산업 매출·인력 각각 16%↑· 32%↑…""4차 산업혁명 가속화""",2021-10-06,http://www.newsis.com/view/?id=NISX20211005_0001602810&cID=13001&pID=13000,코로나 생활지표
핀포인트뉴스,중국 코로나19 치료제 나올까…임상시험 승인,2021.09.06.,http://www.pinpointnews.co.kr/view.php?ud=202109060745506567cd1e7f0bdf_45,코로나 생활지표
핀포인트뉴스,"""'먹는' 코로나 치료제 선구매 협의 중""…신풍제약·셀트리온 '토종' 언제나오...",2021.09.09.,http://www.pinpointnews.co.kr/view.php?ud=202109082027441026cd1e7f0bdf_45,코로나 생활지표
뉴시스,코로나 4차 대유행에도…전북 9월 소비자 심리지수 '상승',2021.09.28.,http://www.newsis.com/view/?id=NISX20210928_0001595643&cID=10808&pID=10800,코로나 생활지표
핀포인트뉴스,먹는 코로나 치료제 긴급승인 임박…셀트리온·신풍제약 등 개발 박차,2021.09.08.,http://www.pinpointnews.co.kr/view.php?ud=202109072033212382cd1e7f0bdf_45,코로나 생활지표
아시아엔,지쳐가는 사회적 거리두기‥‘위드 코로나’ 어떻게 대비할 것인가,2021.09.09.,http://kor.theasian.asia/archives/298154,코로나 생활지표
한국경제,"""주류 산업 뜬다""…불안한 中 증시 속 안정적 투자처로 '부상'",2021-10-06,https://www.hankyung.com/finance/article/2021100676536,코로나 생활지표
더밸류뉴스,[실적랭킹] 30대 상장사 2Q 평균 부채비율 76.36%...코로나19 이후 첫 하락반...,2021.09.16.,http://www.thevaluenews.co.kr/news/view.php?idx=165183,코로나 생활지표
연합인포맥스,9월 소비자물가 2.5% 상승…6개월째 2%대(종합),2021-10-06,http://news.einfomax.co.kr/news/articleView.html?idxno=4170282,코로나 생활지표
노컷뉴스,"최근 1주간 '전파경로 불명' 37.1%…""요양병원·학교 등 유행 확산""",2021-10-06,https://www.nocutnews.co.kr/news/5635055,코로나 생활지표
노컷뉴스,"최근 1주간 '전파경로 불명' 37.1%…""요양병원·학교 등 유행 확산""",2021-10-06,https://www.nocutnews.co.kr/news/5635055,코로나 생활지표
쿠키뉴스,"[우리동네 쿡보기] 은평구, 코로나 방역 인력 지원… 방역?일자리 잡기 外 강...",2021.09.08.,http://www.kukinews.com/newsView/kuk202109080057,코로나 생활지표
매경헬스,"이스라엘, 부스터샷 '위드 코로나' 성공할까?…재생산지수 0.95 기록",2021.09.09.,http://www.mkhealth.co.kr/news/articleView.html?idxno=54810,코로나 생활지표
프라임경제,[브리핑 하동] 섬진강 퇴적토 본격 준설…재첩서식지 복원,2021-10-06,http://www.newsprime.co.kr/news/article.html?no=553774,코로나 생활지표
아시아에이,"LG생활건강, 동반성장지수 7년 연속 '최우수' 선정",2021.09.15.,http://www.asiaa.co.kr/news/articleView.html?idxno=58082,코로나 생활지표
프레시안,시골 노인의 의료 이용은 가치가 없다?,2021-10-07,https://www.pressian.com/pages/articles/2021100617174607195?utm_source=naver&utm_medium=search,코로나 생활지표
아이뉴스24,"""작년 데이터 산업 규모 작년 19조…OTT 이용률 66%""",2021-10-06,http://www.inews24.com/view/1409136,코로나 생활지표
데일리팝,"[글로벌 트렌드] 소비 주도층으로 올라선 MZ세대, 코로나 시대 이후 실용성에...",2021.09.10.,http://www.dailypop.kr/news/articleView.html?idxno=53943,코로나 생활지표
비즈니스포스트,[Who Is ?] 김용진 국민연금공단 이사장,2021-10-06,https://www.businesspost.co.kr/BP?command=article_view&num=253115,코로나 생활지표
코리아헬스로그,코로나19 집콕으로 심혈관질환 위험 증가…저용량 아스피린 예방효과,2021.07.02.,http://www.koreahealthlog.com/news/articleView.html?idxno=30711,코로나 생활지표
코리아헬스로그,코로나19 집콕으로 심혈관질환 위험 증가…저용량 아스피린 예방효과,2021.07.02.,http://www.koreahealthlog.com/news/articleView.html?idxno=30711,코로나 생활지표
글로벌이코노믹,"구광모 LG회장 ""매출은 재무지표 아닌 고객만족에서 나온다""",2021-10-02,http://www.g-enews.com/ko-kr/news/article/news_all/202110011246586574becd74a0af_1/article.html,코로나 생활지표
오마이뉴스,"""K방역은 성공했다, 노동자·서민 갈아 넣어서""",2021-10-06,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002778405&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
프레시안,경기도내 요양원·요양병원 코로나19 감염 86% 추석이후 발생,2021-10-06,https://www.pressian.com/pages/articles/2021100516314950528?utm_source=naver&utm_medium=search,코로나 생활지표
한스경제,"[기초단체 ESG] 서울 양천구, 전국 기초단체 중 ESG 제일 잘했다",2021-10-06,https://www.sporbiz.co.kr/article/20211006570009,코로나 생활지표
비즈월드,[민호기의 스타트업 머선129] '위드 코로나' 시대 앞두고 더 강해지고 다양해...,2021.09.15.,http://www.bizwnews.com/news/articleView.html?idxno=27585,코로나 생활지표
아시아경제,"롯데호텔 ""2021 국가고객만족도(NCSI) 호텔 부문 4년 연속 1위""",2021-10-06,https://view.asiae.co.kr/article/2021100514303834492,코로나 생활지표
SBS,연천 군부대 집단 '돌파감염'…확진자 대다수는 '화이자',2021-10-04,https://news.sbs.co.kr/news/endPage.do?news_id=N1006484959&plink=ORI&cooper=NAVER,코로나 생활지표
스포츠동아,"롯데호텔, ‘국가고객만족도(NCSI)’ 호텔 부문 4년 연속 1위",2021-10-06,https://sports.donga.com/article/all/20211006/109582059/1,코로나 생활지표
이투데이,"디지털 뉴딜 핵심 ‘데이터산업’, 작년 시장규모 19.3조…전년 대비 14.3%↑",2021-10-06,https://www.etoday.co.kr/news/view/2066599,코로나 생활지표
KBS,연천 군부대 확진자 대부분 화이자 백신 접종한 ‘돌파감염’,2021-10-04,https://news.kbs.co.kr/news/view.do?ncd=5292389&ref=A,코로나 생활지표
조선일보,"‘돌파 감염’ 연천부대 군인들, 대부분 화이자 맞았다",2021-10-04,https://www.chosun.com/national/national_general/2021/10/03/4O26DVZDQFAERFAFNVKIFSSMSQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 생활지표
데일리한국,"롯데호텔, '2021 국가고객만족도' 호텔 부문 4년 연속 1위",2021-10-06,https://daily.hankooki.com/lpage/industry/202110/dh20211005143715148000.htm?s_ref=nv,코로나 생활지표
오마이뉴스,"9년 뒤 세상이 궁금하다면, 이 책을 읽어보세요",2021-10-06,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002778100&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,코로나 생활지표
매일경제,구광모 회장이 긴급 사장단회의 소집한 이유는,A11면 TOP,http://news.mk.co.kr/newsRead.php?no=935801&year=2021,코로나 생활지표
천지일보,"코로나 4차 유행에도 소비심리는 여전히 긍정적, 3개월 만에 반등",2021.09.28.,http://www.newscj.com/news/articleView.html?idxno=905597,코로나 생활지표
조선일보,"시작부터 멀미 나는 10월 증시, ‘출렁임 언제까지’ 전문가의 예상",2021-10-06,https://www.chosun.com/economy/2021/10/06/H2W2LGSWFFAMHIQG3P5C45G7TA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,코로나 생활지표
한겨레,‘데이터 산업’ 시장 19조원 넘어…전년대비 14.3% 성장,2021-10-06,https://www.hani.co.kr/arti/economy/it/1013917.html,코로나 생활지표
세계일보,양천구 ‘전국 기초단체 ESG 평가’ 1위,A12면 1단,http://www.segye.com/content/html/2021/10/06/20211006518378.html?OutUrl=naver,코로나 생활지표
MBC,거리두기 2주 재연장‥결혼식 199명·돌잔치 49명까지,2021-10-05,https://imnews.imbc.com/replay/2021/nwdesk/article/6304853_34936.html,코로나 생활지표
한국경제,"""백신 다 맞았는데…"" 연천 군부대서 무더기 돌파감염 '비상'",2021-10-04,https://www.hankyung.com/society/article/2021100325077,코로나 생활지표
한겨레,‘데이터 산업’ 시장 19조원 넘어…전년대비 14.3% 성장,2021-10-06,https://www.hani.co.kr/arti/economy/it/1013917.html,코로나 생활지표
데일리안,"롯데호텔, 2021 국가고객만족도 호텔 부문 4년 연속 1위 선정",2021-10-06,https://www.dailian.co.kr/news/view/1038682/?sc=Naver,코로나 생활지표
세계일보,양천구 ‘전국 기초단체 ESG 평가’ 1위,A12면 1단,http://www.segye.com/content/html/2021/10/06/20211006518378.html?OutUrl=naver,코로나 생활지표
MBC,거리두기 2주 재연장‥결혼식 199명·돌잔치 49명까지,2021-10-05,https://imnews.imbc.com/replay/2021/nwdesk/article/6304853_34936.html,코로나 생활지표
한국경제TV,"물가 6개월째 고공행진...정부 ""스태그플레이션은 아직""",2021-10-06,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202110060182&t=NNv,코로나 생활지표
시사매거진,경기도내 요양원·요양병원 감염사례 추석 연휴 이후 급증,2021-10-06,http://www.sisamagazine.co.kr/news/articleView.html?idxno=405724,코로나 생활지표
YTN,[뉴스라이브] 개천절 연휴 끝나자 다시 2천 명...청소년 예약률 공개,2021-10-06,https://www.ytn.co.kr/_ln/0103_202110061015032170,코로나 생활지표
중앙일보,"[사설] 전례 없는 인플레이션 공포, 철저히 대비해야",A30면 1단,https://www.joongang.co.kr/article/25012920,코로나 생활지표
위클리오늘,"서울시, 한강찾은 시민에 작은 쉼 선물…3m 거리두기 그늘막 아래서 안전한 힐...",2021-10-06,http://www.weeklytoday.com/news/articleView.html?idxno=411076,코로나 생활지표
서울신문,“확진자 대다수 화이자 접종”…연천 군부대 46명 ‘돌파감염’(종합),2021-10-04,https://www.seoul.co.kr/news/newsView.php?id=20211003500025&wlog_tag3=naver,코로나 생활지표
디지털데일리,AI 활용 높아지고 OTT 이용자 급증 …4차 산업혁명 어디까지 왔나,2021-10-06,http://www.ddaily.co.kr/news/article.html?no=222951,코로나 생활지표
시장경제신문,"롯데호텔, NCSI 호텔 부문 4년 연속 1위 선정",2021-10-06,http://www.meconomynews.com/news/articleView.html?idxno=58695,코로나 생활지표
시사매거진,경기도내 요양원·요양병원 감염사례 추석 연휴 이후 급증,2021-10-06,http://www.sisamagazine.co.kr/news/articleView.html?idxno=405724,코로나 생활지표
YTN,[뉴스라이브] 개천절 연휴 끝나자 다시 2천 명...청소년 예약률 공개,2021-10-06,https://www.ytn.co.kr/_ln/0103_202110061015032170,코로나 생활지표
중앙일보,"[사설] 전례 없는 인플레이션 공포, 철저히 대비해야",A30면 1단,https://www.joongang.co.kr/article/25012920,코로나 생활지표
위클리오늘,"서울시, 한강찾은 시민에 작은 쉼 선물…3m 거리두기 그늘막 아래서 안전한 힐...",2021-10-06,http://www.weeklytoday.com/news/articleView.html?idxno=411076,코로나 생활지표
스카이데일리,거리두기 강화에 소매경기 주춤…4분기 전망 기준선 하회,2021-10-06,http://www.skyedaily.com/news/news_view.html?ID=142233,코로나 생활지표
전자신문,"쿠팡, 배송 종사자 휴식 보장 영상 캠페인 공개",2021-10-04,http://www.etnews.com/20211003000005,코로나 생활지표
이데일리,연천 군부대 36명 무더기 '돌파 감염'…확진자 대다수 화이자 접종,2021-10-04,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046629209312,코로나 생활지표
위클리오늘,"서울시, 한강찾은 시민에 작은 쉼 선물…3m 거리두기 그늘막 아래서 안전한 힐...",2021-10-06,http://www.weeklytoday.com/news/articleView.html?idxno=411076,코로나 생활지표
스카이데일리,거리두기 강화에 소매경기 주춤…4분기 전망 기준선 하회,2021-10-06,http://www.skyedaily.com/news/news_view.html?ID=142233,코로나 생활지표
전자신문,"쿠팡, 배송 종사자 휴식 보장 영상 캠페인 공개",2021-10-04,http://www.etnews.com/20211003000005,코로나 생활지표
이데일리,연천 군부대 36명 무더기 '돌파 감염'…확진자 대다수 화이자 접종,2021-10-04,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046629209312,코로나 생활지표
서울경제,[투자의 창] 증시는 정점을 지났을까,21면 2단,https://www.sedaily.com/NewsView/22SMG4X6MZ,코로나 생활지표
가톨릭뉴스 지금여기,프란치스코 교종 최신 강론말씀(9월 30일-10월 3일),2021-10-06,http://www.catholicnews.co.kr/news/articleView.html?idxno=31876,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘 2천500~2천600명대 예상…'거리두기 2주 재연장' 오전 ...,2021-10-01,http://www.topstarnews.net/news/articleView.html?idxno=14634719,코로나 생활지표
이지경제,"롯데호텔,?2021?국가고객만족도 호텔부문?4년?연속?1위?",2021-10-06,http://www.ezyeconomy.com/news/articleView.html?idxno=113359,코로나 생활지표
경기도민일보,"경기도, 요양원·요양병원 감염 급증...주기적 선제검사와 백신 접종 독려?",2021-10-06,http://www.kgdm.co.kr/news/articleView.html?idxno=789892,코로나 생활지표
가톨릭신문,[생활 속 영성 이야기] (88) 주님의 자비는 영원하시다,2021-10-06,https://www.catholictimes.org/article/article_view.php?aid=360696,코로나 생활지표
디스커버리뉴스,"서울시, 한강찾은 시민에 작은 쉼 선물…3m 거리두기 그늘막 아래서 안전한 힐...",2021-10-06,http://www.discoverynews.kr/news/articleView.html?idxno=656994,코로나 생활지표
가톨릭신문,[생활 속 영성 이야기] (88) 주님의 자비는 영원하시다,2021-10-06,https://www.catholictimes.org/article/article_view.php?aid=360696,코로나 생활지표
뉴스1,"기재부 ""경기 회복세 유지 총력…계란·쌀 등 민생물가 안정""",2021-10-06,https://www.news1.kr/articles/?4451787,코로나 생활지표
로이슈,"[기업사회활동]롯데호텔, 2021 국가고객만족도(NCSI) 호텔 부문 4년 연속 1위...",2021-10-06,http://www.lawissue.co.kr/view.php?ud=20211005173257303107f28b58b8_12,코로나 생활지표
